City Key;WWI City ID;City;State Province;Country;Continent;Sales Territory;Region;Subregion;Location;Latest Recorded Population;Valid From;Valid To;Lineage Key
248;29936;Sabine Pass;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C04ECFE0CCABB3D40948F38BF3C7957C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
249;29937;Sabinoso;New Mexico;United States;North America;Southwest;Americas;Northern America;0xE6100000010C94991C8876D9414009A2934A1D1A5AC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
250;29938;Sabinsville;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010C3C725AA615EF444038F581E49D6153C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
251;29939;Sabula;Missouri;United States;North America;Plains;Americas;Northern America;0xE6100000010CBF2C488ECFB3424087DD770C8FAC56C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
252;29940;Sabula;Iowa;United States;North America;Plains;Americas;Northern America;0xE6100000010C2E0E1DF11A094540E29CC717238B56C0;576;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
253;29941;Sac City;Iowa;United States;North America;Plains;Americas;Northern America;0xE6100000010CB3E1FAC10A364540AAFF626C57BF57C0;2220;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
254;29942;Sacaton;Arizona;United States;North America;Southwest;Americas;Northern America;0xE6100000010C9AEED00BD28940402ADD02AE50EF5BC0;2672;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
255;29943;Sachse;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C94E46F31F57C4040EDB199E8182658C0;20329;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
256;29944;Sackets Harbor;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010C7B771A1F1CF94540E4ABD3379F0753C0;1450;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
257;29945;Saco;Maine;United States;North America;New England;Americas;Northern America;0xE6100000010CD3FE62111EC04540F1AEC44D579C51C0;18482;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
258;29946;Saco;Montana;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CBB3DAD47863A4840F26492ECECD55AC0;197;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
259;29947;Sacramento;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CE462B1F2704A4340F349383EA45F5EC0;466488;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
260;29948;Sacramento;New Mexico;United States;North America;Southwest;Americas;Northern America;0xE6100000010CBFAE70DC73654040C30E63D2DF635AC0;58;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
261;24327;Newville;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010C9CB69091FD6B3F40DFDDCA129D5555C0;539;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
262;24328;Ney;Ohio;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C6FFE15E8C9B04440124E0B5E742155C0;354;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
263;24329;Neylandville;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C0653831F8B99404079BF1B1C360058C0;97;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
264;24330;Nezperce;Idaho;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C4B8EE0EB101E4740DD4E1196670F5DC0;466;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
265;24331;Niagara;Kentucky;United States;North America;Southeast;Americas;Northern America;0xE6100000010C24B891B245DC4240FB5A971A21DF55C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
266;24332;Niagara;North Dakota;United States;North America;Plains;Americas;Northern America;0xE6100000010C5A29047289FF4740DF76572CB47758C0;53;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
267;24333;Niagara;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CD6B21078BBE2464025427E91ABFF55C0;1624;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
268;24334;Niagara Falls;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010CD6FC9D92188C45407EF49727A1C353C0;50193;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
269;24335;Niangua;Missouri;United States;North America;Plains;Americas;Northern America;0xE6100000010C44E2790492B142402D0CEC8C4A3557C0;405;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
270;24336;Niantic;Connecticut;United States;North America;New England;Americas;Northern America;0xE6100000010C4C755CE8A5A9444024B0DE4D5C0C52C0;3114;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
271;24337;Niantic;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CA34A83914DED43403C72FFECA24A56C0;707;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
272;24338;Niarada;Montana;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CBBB4E1B034E847408DE09057B1A65CC0;27;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
273;24339;Nibley;Utah;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C71581AF851D64440B36785D84FF55BC0;5438;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
274;24340;Nicasio;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CA4A7C821E207434050E449D2B5AC5EC0;96;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
275;24341;Nice;California;United States;North America;Far West;Americas;Northern America;0xE6100000010C18C5BCD8C58F4340155454FD4AB65EC0;2731;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
276;24342;Niceville;Florida;United States;North America;Southeast;Americas;Northern America;0xE6100000010CA7FB4A3151843E4001C3F2E7DB9E55C0;12749;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
277;24343;Nicholasville;Kentucky;United States;North America;Southeast;Americas;Northern America;0xE6100000010C079F419EB8F04240138FD5F7AB2455C0;28015;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
278;24344;Nicholls;Georgia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CF3BBFAC275843F400D22AD8CA1A854C0;2798;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
279;24345;Nichols;South Carolina;United States;North America;Southeast;Americas;Northern America;0xE6100000010CEC905154EC1D414063A2F77C83C953C0;368;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
280;24346;Nichols;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010CBDFDB968C80245407A008BFC7A1753C0;512;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
281;24347;Nichols;Wisconsin;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C2123A0C2114846404436EBE7A81D56C0;273;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
282;24348;Nichols;Iowa;United States;North America;Plains;Americas;Northern America;0xE6100000010C96BABFD595BD44406A9780A9B0D356C0;374;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
283;24349;Nichols Hills;Oklahoma;United States;North America;Southwest;Americas;Northern America;0xE6100000010C1955F9EB04C74140C7A7DC51A76458C0;3710;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
284;24350;Nicholson;Mississippi;United States;North America;Southeast;Americas;Northern America;0xE6100000010C2EBB719C257A3E40CC03FD2A656C56C0;3092;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
285;24351;Nicholson;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010C101258EF26D0444095607138F3F152C0;767;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
286;24352;Nicholson;Georgia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C2AA27087970E414032A8DB7E9EDB54C0;1696;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
287;24353;Nicholville;New York;United States;North America;Mideast;Americas;Northern America;0xE6100000010C9857097140594640042560CF32AA52C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
288;24354;Nickel Creek Station;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C3F027FF8F9EB3F40B70FD484C82F5AC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
289;24355;Nickelsville;Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C2F6CCD565E6042406D697FB1889A54C0;383;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
290;24356;Nickerson;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010C7FF0468BD8124340668E9BD05A8558C0;1070;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
291;24357;Nickerson;Nebraska;United States;North America;Plains;Americas;Northern America;0xE6100000010CEECD6F9868C44440944F8F6D191E58C0;369;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
292;24358;Nicksville;Arizona;United States;North America;Southwest;Americas;Northern America;0xE6100000010C0000000040703F4076CCFFFFED8F5BC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
293;24359;Nicodemus;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010CC0EB33677DB2434049145AD67DE758C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
294;24360;Nicolaus;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CF71F990E9D734340F7C8E6AAF9645EC0;211;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
295;25606;Orland;California;United States;North America;Far West;Americas;Northern America;0xE6100000010C5C165D28AADF43408CF09B67918C5EC0;7291;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
296;25607;Orland;Indiana;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CE0617F7E84DD4440E4B0451CFC4A55C0;434;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
297;25608;Orland Hills;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CDB3F0576EBCA444029006B7AF5F555C0;7149;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
298;25609;Orland Park;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C7D6A0602AED04440878A71FEA6F655C0;56767;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
299;25610;Orlando;Florida;United States;North America;Southeast;Americas;Northern America;0xE6100000010C9BC6F65AD0893C40C53C2B69455854C0;238300;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
300;25611;Orlando;Oklahoma;United States;North America;Southwest;Americas;Northern America;0xE6100000010C2BAC22849113424042FF746BB85958C0;148;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
301;25612;Orlando;West Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C40845DB9836F4340715FBD40FF2554C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
302;25613;Orleans;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010C480092448A764840ADA23F34F33B58C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
303;25614;Orleans;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CC41E7F0E98A644400C642C89A2E25EC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
304;25615;Orleans;Nebraska;United States;North America;Plains;Americas;Northern America;0xE6100000010C9C3237DF88104440BD8FFEF224DD58C0;386;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
305;25616;Orleans;Iowa;United States;North America;Plains;Americas;Northern America;0xE6100000010C87269A513DB945409F83786EEBC557C0;608;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
306;25617;Orleans;Indiana;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010CE04BE141B354434054234FEDE79C55C0;2142;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
307;25618;Orleans;Vermont;United States;North America;New England;Americas;Northern America;0xE6100000010CF5D3241D8A68464072F7DE84E70E52C0;818;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
308;25619;Orleans;Massachusetts[E];United States;North America;New England;Americas;Northern America;0xE6100000010CB86D293119E5444062C32EE5577F51C0;1621;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
309;25620;Orlinda;Tennessee;United States;North America;Southeast;Americas;Northern America;0xE6100000010C0036C588E94C424035D07CCEDDAD55C0;859;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
310;25621;Orlovista;Florida;United States;North America;Southeast;Americas;Northern America;0xE6100000010CEFC4515ED0893C40ED6E545D765D54C0;6123;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
311;25622;Orme;Tennessee;United States;North America;Southeast;Americas;Northern America;0xE6100000010CFBD813138A814140F40C2B26807355C0;126;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
312;25623;Ormond Beach;Florida;United States;North America;Southeast;Americas;Northern America;0xE6100000010C6146C2082B493D405B4C22B1934354C0;38137;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
313;25624;Ormond-by-the-Sea;Florida;United States;North America;Southeast;Americas;Northern America;0xE6100000010CB010678F61593D40D95DA0A4404454C0;7406;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
314;25625;Ormsby;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010C90453FBF94EC4540E0E64306A8AC57C0;131;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
315;25626;Oro Grande;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CCED77624A84C4140A3B899C063555DC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
316;25627;Oro Valley;Arizona;United States;North America;Southwest;Americas;Northern America;0xE6100000010C19236D3E093240407EFE7BF0DABD5BC0;41011;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
317;25628;Orocovis;Puerto Rico (US Territory);United States;North America;External;Americas;Northern America;0xE6100000010C30F2B226163A32405C076234069950C0;722;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
318;25629;Orofino;Idaho;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CC537143E5B3D4740BD1AA03454105DC0;3142;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
319;25630;Orogrande;New Mexico;United States;North America;Southwest;Americas;Northern America;0xE6100000010CABC486B8832F40404E38054367855AC0;52;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
320;25631;Orono;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010C28B45142557C46400CC62D8BAE6657C0;7437;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
321;25632;Orono;Maine;United States;North America;New England;Americas;Northern America;0xE6100000010C42E4993C0A71464082AAD1AB012B51C0;9474;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
322;25633;Oronoco;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010C9751D1FD41154640A09CB2E43B2257C0;1300;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
323;25634;Oronogo;Missouri;United States;North America;Plains;Americas;Northern America;0xE6100000010C036F92301D984240C44C9132189E57C0;2381;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
324;25635;Orosi;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CAF3A17EBC0454240A3B899C063D25DC0;8770;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
325;25636;Orovada;Nevada;United States;North America;Far West;Americas;Northern America;0xE6100000010C018D2D5FF2C84440E92F4F4244725DC0;155;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
326;25637;Oroville;Washington;United States;North America;Far West;Americas;Northern America;0xE6100000010CC263E4D132784840A57C5237E1DB5DC0;1686;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
327;25638;Oroville;California;United States;North America;Far West;Americas;Northern America;0xE6100000010C78BFC062C3C143407575C7629B635EC0;15546;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
328;25639;Orpha;Wyoming;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010C491FA974666D4540353113FB3A605AC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
329;26724;Petersburg;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010CE113A1C7DEC345406C5F9BE8CEBA57C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
330;26725;Petersburg;Kentucky;United States;North America;Southeast;Americas;Northern America;0xE6100000010C128A085ADC8843402C89A2F6913755C0;620;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
331;26726;Petersburg;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C624788974CEF404017A29E993B6659C0;1202;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
332;26727;Petersburg;Alaska;United States;North America;Far West;Americas;Northern America;0xE6100000010CBB6A5496D7674C4017821C94709E60C0;2948;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
333;26728;Petersburg;Michigan;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C85C4872359F344401A4A928CC1ED54C0;1146;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
334;26729;Petersburg;Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C482CCEBD2C9D4240E9F8C32AB95953C0;32420;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
335;26730;Petersburg;North Dakota;United States;North America;Plains;Americas;Northern America;0xE6100000010CF82702E66B0148407CB43863188058C0;192;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
336;26731;Petersburg;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010CC81869F349494440A6835039018353C0;480;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
337;26732;Petersburg;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C48AF61E17F014440BDE6B056487656C0;2260;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
338;26733;Petersburg;Indiana;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C1B2C9CA4F93E434087776FFBD4D155C0;2383;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
339;26734;Petersburg;West Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C345882D60D7F4340566C825EEEC753C0;2467;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
340;26735;Petersburg;Tennessee;United States;North America;Southeast;Americas;Northern America;0xE6100000010CBBA4202EEFA841404A33CCBFCCA855C0;544;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
341;26736;Petersburg;Nebraska;United States;North America;Plains;Americas;Northern America;0xE6100000010CE26366553AED444025FF3806098558C0;333;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
342;26737;Petersham;Massachusetts[E];United States;North America;New England;Americas;Northern America;0xE6100000010C6B31D351693E454087A00F3BF80B52C0;243;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
343;26738;Peterson;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010C83BD2E68C69D40402D08E57D1CDB55C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
344;26739;Peterson;Iowa;United States;North America;Plains;Americas;Northern America;0xE6100000010CC9117C1D82754540703C444802D657C0;334;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
345;26740;Peterson;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010C450E1137A7E445407A14538E6EF556C0;199;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
346;26741;Peterstown;West Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CC5628A28DCB242406F0388CC263354C0;653;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
347;26742;Petersville;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010C67D47C957C6D4140A1F31ABB44EC55C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
348;26743;Petersville;Alaska;United States;North America;Far West;Americas;Northern America;0xE6100000010C78CCE5AB893F4F40A128756E7FD862C0;4;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
349;26744;Petersville;Kentucky;United States;North America;Southeast;Americas;Northern America;0xE6100000010C063873FEDC3843405CF22ECD63DF54C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
350;26745;Petoskey;Michigan;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C3A1966B2C9AF464070992E1F243D55C0;5670;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
351;26746;Petrey;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010C7C8159A148D93F4050C829954B8D55C0;58;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
352;26747;Petroleum;West Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C44FB58C16F984340420A9E422E5154C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
353;26748;Petrolia;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CE6D7C523A72944406BCC35165E125FC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
354;26749;Petrolia;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010C98AC40E378DF4240110D9C7D2FDE57C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
355;26750;Petrolia;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010C5932C7F2AE014140293C6876DD8E58C0;686;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
356;26751;Petrolia;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010CC4AE92342482444057D17A53ECED53C0;212;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
357;26752;Petronila;Texas;United States;North America;Southwest;Americas;Northern America;0xE6100000010CC7BAB88D06AC3B40F937C368B16858C0;113;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
358;26753;Petros;Tennessee;United States;North America;Southeast;Americas;Northern America;0xE6100000010C3B6AF1CE460C4240E94999D4501C55C0;583;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
359;26754;Pettibone;North Dakota;United States;North America;Plains;Americas;Northern America;0xE6100000010C2C45F295408F4740FD7B3A6840E158C0;70;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
360;26755;Pettigrew;Arkansas;United States;North America;Southeast;Americas;Northern America;0xE6100000010C94A69C8AAFE841404DAE1864816957C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
361;26756;Pettisville;Ohio;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C828472ECEAC344404514EEF0B20E55C0;498;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
362;26757;Pettit;Oklahoma;United States;North America;Southwest;Americas;Northern America;0xE6100000010C17BBF0D066E2414083B2059150BF57C0;954;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
363;15268;Hernandez;New Mexico;United States;North America;Southwest;Americas;Northern America;0xE6100000010CBFD76BD509084240BD19355FA5875AC0;946;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
364;15269;Hernando;Mississippi;United States;North America;Southeast;Americas;Northern America;0xE6100000010C22AAF067786941407C3E6FCF987F56C0;14090;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
365;15270;Hernando;Florida;United States;North America;Southeast;Americas;Northern America;0xE6100000010C4981053065E63C4099220A77F89754C0;9054;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
366;15271;Hernando Beach;Florida;United States;North America;Southeast;Americas;Northern America;0xE6100000010C0C569C6A2D783C40C9B3267131AA54C0;2299;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
367;15272;Herndon;Pennsylvania;United States;North America;Mideast;Americas;Northern America;0xE6100000010C333D17FCEC5A44405A06E6327F3653C0;324;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
368;15273;Herndon;Kansas;United States;North America;Plains;Americas;Northern America;0xE6100000010CE9A91FE571F44340D97745F03F3259C0;129;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
369;15274;Herndon;Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C4698A25C1A7C43401A44B5D2B55853C0;23292;2013-01-01 00:00:00.0000000;2013-01-01 00:03:00.0000000;1
370;15275;Herndon;California;United States;North America;Far West;Americas;Northern America;0xE6100000010CC5B18927166B4240558A7846B6FA5DC0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
371;15276;Herndon;West Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C23D115B6B0C04240106F42C6C85554C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
372;15277;Herndon;Kentucky;United States;North America;Southeast;Americas;Northern America;0xE6100000010CC537B984E85D4240E94E0BB92DE455C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
373;15278;Hernshaw;West Virginia;United States;North America;Southeast;Americas;Northern America;0xE6100000010CD7265F1AD01C43400B804CC68C6654C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
374;15279;Herod;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C057F092648CA4240CA1F67F5E91B56C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
375;15280;Herod;Georgia;United States;North America;Southeast;Americas;Northern America;0xE6100000010C5019FF3EE3B23F4004E621533E1C55C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
376;15281;Heron;Montana;United States;North America;Rocky Mountain;Americas;Northern America;0xE6100000010CD9F4FB5987074840FCBDB96441FD5CC0;282;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
377;15282;Heron Bay;Alabama;United States;North America;Southeast;Americas;Northern America;0xE6100000010CA5B5B3F9C95A3E407A394778560856C0;0;2013-01-01 00:00:00.0000000;2013-01-01 00:01:00.0000000;1
378;15283;Heron Lake;Minnesota;United States;North America;Plains;Americas;Northern America;0xE6100000010C5693F139C1E54540C58B2A687FD457C0;698;2013-01-01 00:00:00.0000000;2013-01-01 00:02:00.0000000;1
379;15284;Herreid;South Dakota;United States;North America;Plains;Americas;Northern America;0xE6100000010C62C32EE5D7EA464015A86A276F0459C0;438;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
380;15285;Herrick;South Dakota;United States;North America;Plains;Americas;Northern America;0xE6100000010CE3C85E4AB88E454044AE8A2606CC58C0;105;2013-01-01 00:00:00.0000000;2013-01-01 00:04:00.0000000;1
381;15286;Herrick;Illinois;United States;North America;Great Lakes;Americas;Northern America;0xE6100000010C0F15996F339C43405E166E54023F56C0;436;2013-01-01 00:00:00.0000000;2013-01-01 00:05:00.0000000;1
